ID,price
845,2366100.3227229994
1924,1036795.2180356662
10718,1360912.307501335
12076,8145764.728469994
12254,1950697.862930999
9950,2808986.147879998
1548,2610051.1794700013
526,1890990.533669777
6776,1334033.4807335013
1851,1343148.5757843333
9188,1864717.4472783338
3382,2883872.1411700007
242,2544215.1975900005
6439,2048405.4613199993
1561,2589409.615180286
5339,2376380.195990003
7387,2179189.849585
11576,1807715.2951344051
5984,4902835.062734
4486,1838869.4546741685
2205,956707.4380160004
3468,1285630.7585388573
4226,2976936.326665336
2088,2215531.0724100005
2118,2695953.000029996
8036,1304879.5898530008
23,1193959.5338639999
1898,1911590.8593299994
6976,2059295.8284100008
1465,3346920.352897499
2040,1443347.5000569993
482,1675783.8011437273
5122,1708775.7294249984
3447,1074998.9420514049
12877,2349259.835447499
3780,1269190.974786
1285,1573506.9563028805
9200,2041618.9085399997
921,2278760.222309334
3060,2949243.3094099993
1082,1080695.7183173334
71,2416760.7409799965
4464,2223071.076235
4576,3385737.4523500027
897,2872661.4736
1756,1013347.6384272166
8745,2328360.1121700024
806,1824815.482254168
803,1508210.7426288105
7613,1472942.2092449984
243,1406347.4384855465
8135,1284307.2536385013
1527,2120338.9811819983
2825,1271113.5732450006
666,1114769.1256665282
12028,1357616.5701699983
2308,2098642.543967499
11223,1644556.1272166676
1479,815474.2327825
2057,2358892.6159333293
2368,1120512.6946996667
7638,2551891.86497
432,2124451.0164834987
9800,2065774.8158040002
2140,3384615.452465498
837,1698798.5215809983
3227,1784226.987823332
12412,2040447.7342319987
10267,1384707.4329199991
3850,3849408.1773400013
382,4353816.177330008
1280,2280826.694679999
2226,4645291.738409995
4166,4200857.318560001
5208,3611698.65652
4513,2311475.4081149967
10814,3383230.837039169
3120,3199889.5270499997
7915,2147841.016972
3513,2105097.068410001
9041,1414752.5281599995
561,1302855.880046668
11041,2789807.481785998
2920,2721924.389879997
2042,1085374.415616477
10220,1729869.6122674998
11511,1714271.6826699995
8424,2653350.251862836
5801,2912596.5948891286
10746,1282539.9456737146
11018,1120403.5083017126
816,704473.9720172504
10413,1574521.5403949998
4471,3349466.67001
1928,2230844.7909609997
323,1563489.3056203327
11548,3076747.8529100013
12564,2744330.6174720014
5817,4087706.1333499993
1030,1405243.8983776653
3888,1425564.6844251659
2427,1958098.1892500021
5378,2048836.754334333
3701,1570309.4181579994
4536,1563363.8140649998
3799,2515710.242927498
9431,2736013.0641799998
10878,1203604.406944
2028,979747.4121790045
5598,1760994.7188610001
5828,5042766.798430002
2842,1722541.1254614985
279,2616069.5837099985
4812,3040597.0143399998
11406,2243015.8986031655
1086,1391117.8228773328
2696,1322873.2435475006
9220,1297815.9431525003
1496,1163297.288272333
3737,1467018.0307090702
12211,3845620.7540066643
1556,1987617.5185396671
1066,1191992.1166996788
1836,1160961.082768333
10913,1293686.5638079997
1868,1391644.3971500022
12610,3763457.0263066636
12146,1897165.9071360005
2087,1474225.947332582
2916,2272358.0568591673
10188,2741918.3570574992
3253,1568301.4476699997
9082,2289122.1430783337
12493,1940347.4748683083
5898,3237481.0814900016
8409,2823892.620329999
5885,2129438.3151458357
1101,972982.0365898677
10071,2201842.973076667
11403,4154453.212240001
728,1215384.4217786654
11647,4904850.559703336
1931,1690958.674282251
232,3728777.0778206633
3988,1818258.5491746657
9416,1445773.6108191663
1866,1532985.560196665
5685,2767786.6579300016
2779,2203385.8678490487
3294,3340620.991190002
1471,2117123.414123332
2960,1372065.736613483
10447,1881211.2747180006
1220,1900183.4545299995
69,2808579.559499713
2002,4442563.49711
2784,2221495.4935000003
1911,2251956.8324300037
3023,1576298.671703332
3394,1580088.7812133355
5920,1470018.4255826494
688,1894767.6316596663
1511,1831358.166109334
3572,3723264.6892626607
12401,1197782.6735
10756,2681630.0578249968
4007,1603271.8673497993
3230,1322428.035067999
12240,3026916.9176132167
10539,1777553.8548899996
3226,4172770.253764998
2280,1140169.0070899997
3650,2194546.267653335
8540,1459114.8000999996
5847,1860195.2068400008
6694,3195545.4212500025
1336,1256977.6627051663
2538,1822326.7043466677
7185,3294654.5302000027
8314,2716810.6931780004
1204,911564.3818459992
2020,1436715.7506757847
2468,1416788.4449108336
9909,2051200.1873070016
7935,1132612.0843730008
1361,1563685.2548014992
6138,1735344.8063289993
1914,4001732.318089996
11090,2243276.1656866674
9320,1364829.8026319994
172,1865094.1084749987
823,3494141.4764624983
1189,1181438.1069503343
3768,875701.9590999996
2993,1926487.1908449996
12873,1630696.7690466673
1146,1383725.7093402157
19,1408794.518560001
2113,3284595.592293333
5132,2547997.6192999976
11109,2346259.3428499983
1562,1109668.049189999
337,1654360.833635785
1981,4564899.361540005
546,1350380.155636269
7428,2067840.7807658338
230,1023400.2773962339
412,2803182.0199300023
2205,824497.3632293327
9114,2517278.5815620036
1803,2419229.3872766662
1571,3513768.456548667
12362,3731576.1389958328
8109,1726338.1268449998
3868,3337258.191870001
3013,1823357.8248708337
1011,1021969.8592444758
12983,3121046.2547199987
116,1865081.6241425013
3245,1859182.6746920007
2253,4762844.607037138
10879,3006484.705229999
2246,1309545.7520349997
11494,2765746.323054035
2259,2342045.549455998
2199,1494683.2761091667
1692,1654866.0058909608
5772,2209178.897328002
10182,2377671.5696699987
5051,2729821.194879998
5033,5006927.810379994
11113,2350485.881455001
51,2081069.1014200016
5129,1235104.1115700016
1550,1721946.5701065003
616,2376637.927585002
10151,2657181.935959999
6994,3642261.009856503
5738,2614003.603180001
5729,5074286.690490005
1122,874651.9681760012
3406,1411791.7072106672
2196,1091440.008750709
3768,2430114.7656199997
4432,2051812.6305099989
2236,1266886.9134688338
1743,2635500.00914333
2046,2281635.363705835
781,1130155.5439585657
1126,1002968.6887465009
10472,2959988.7935373313
3524,1445851.950164286
6922,1935810.9003187374
6018,2560775.649510002
2973,1980070.6095253322
8323,3711919.4883900005
576,1442504.7588758322
3118,1354522.132913333
5737,2876655.6109733344
4642,4059240.511107338
8425,1588875.3333404998
2245,3578795.975786712
12248,1306098.8529136672
2533,962062.7874558846
3134,1142761.782767833
5871,2514844.5140199973
9331,2509658.407751665
959,1790888.3949083348
2753,2777203.6737374966
2887,1915232.9332159988
11710,1955712.876949998
5279,3740366.7491549985
3249,1312967.5526081668
9711,3501683.774714998
5061,2434024.8225999996
2493,1819455.9873866655
627,3292213.2130412366
2618,1195855.2496756674
4698,1187263.119994999
1575,1916585.48194
425,958765.87227565
944,1480182.0191224997
3508,1507732.4351700002
3674,1650627.5284378096
3351,692230.589728533
1348,823540.3487204998
1421,1108102.5190148333
9134,1047544.8033112331
6348,2445236.0196773326
1277,2562565.824267143
1152,1046302.4825849994
7783,2672251.6371266646
29,2073681.3092699985
11244,1002050.1516180827
5924,5112975.101659998
3001,3983811.5699799983
4587,1279014.2535420004
8303,2706364.7917233338
2439,2113308.793153333
3060,2176709.5791252363
8575,5824449.856399997
11031,1081211.87733375
2056,2396835.2946200008
8657,1581707.8453000004
7669,2377518.5419099997
371,1907937.7891636647
3985,1716457.0129300002
279,1668980.1532400018
2964,1371856.5944458568
5411,1139030.5738108575
4555,2542056.0486799986
3310,1939018.7577400017
2340,1171261.0209008334
2139,1184195.6484839988
578,1619044.3051224998
2263,1034896.2639545001
11168,3330910.7879699976
8198,1626609.5655959987
6174,2192141.2049500025
7566,1191424.3322999994
5106,3319732.8802125035
1977,2484358.7813280006
5663,2618818.01321
1398,2137661.675200664
2207,1324245.6392329987
1987,1154652.2922500002
70,2167968.552531001
12282,3620684.1212549997
5913,5218764.788660003
6506,1586631.8791261425
3957,2243000.1162135713
881,1227180.4759595003
1599,1117125.1140845835
1989,4118016.066109997
1719,1350604.8100341412
3669,1332501.8205026672
7029,3469238.876898332
3537,2433429.262939999
8590,2791643.3344300007
2974,1839615.1133594995
431,5081416.759230505
12647,2705188.1098200027
2062,2207253.738660003
8040,1974044.9755399975
7744,2676423.729699998
6155,2801230.1754200025
98,1720919.503672276
3514,1649627.9927300003
776,1524644.6821653373
3678,816183.4556329986
2529,1181683.4056500006
1806,1676521.460488001
6359,1215130.7632365006
200,964114.637482999
1477,2339253.1521399985
1679,1875811.978430001
2323,1896520.4695800014
917,1411626.4236745008
430,992467.6033472486
3723,1251513.6671831612
6665,1530346.1906399997
2719,1176387.887497501
10429,1489120.5628339988
428,1752283.634964999
3995,1143285.8920070005
393,1009782.3511510593
2336,2534936.420854167
2107,1090314.2026903327
1242,847469.0337545329
7616,2329022.4145200024
11586,2903973.3975570006
762,1334033.4807335013
1677,1276596.3897479987
9356,1785729.5574910005
4810,2799471.755538664
1643,2726061.941219999
1977,2416714.6766472133
1102,1285630.7585388573
2231,2535715.661919998
6369,1958726.605669999
8299,4593795.049660001
9088,2649449.2503299983
12140,1820385.9573934975
89,6647863.548619997
12948,4318549.794399995
2387,3084453.1187583334
9454,2613628.3563083326
10957,2016387.487619999
6075,2202587.2491673334
2665,1251120.5917592233
6511,3082900.936219999
3180,1449965.6036238812
4079,3096900.5696240007
7372,3831618.550815001
10509,1511112.3986473354
3302,2778665.705050237
10714,1773383.8364399993
1794,1433864.4382482148
6467,2186192.8303986653
10015,2192303.873980001
12005,2329135.135600002
11832,1690226.3907622518
7524,2409371.061582999
680,2250550.866551668
376,4536770.290809996
8563,2153571.4966641674
2826,825401.6435423212
11426,3303513.428779998
6426,2956244.562077667
649,5474447.753114998
2190,2149695.9710474983
11071,2688270.0404099994
738,1029881.9144429995
3915,2974962.962419999
2056,1579268.2307250008
11297,2409700.075769997
2113,2058358.609400001
1235,1035447.281093889
12351,2560950.1394200004
995,966587.8324415325
857,2135513.6700239987
1559,1587232.5298726056
7580,2401861.9568333346
716,959678.1108611507
3161,2453765.0375650018
6287,3890102.4415460015
3061,1802283.8243419998
2715,2128266.439846
8652,3526408.6222066665
8978,1814010.8939699999
11641,5087033.195789998
4811,2356048.2322566686
132,2848854.344280832
3930,1935484.1590299993
12963,4046284.9032749985
3625,959437.5649679995
2256,1534433.6305174225
11883,1847901.241239999
1393,6218229.855886665
778,2563670.651150004
333,1181642.0153080015
2259,1236394.6124833322
4898,3486250.996399997
975,985919.5715488334
2130,2806720.8761199983
12336,2534936.420854167
12354,3119660.098016667
1707,1170029.915051599
432,1732213.2750533326
1815,1959646.7200900016
12357,2493040.1083706664
11140,3479508.687378667
9197,1576990.4887383338
10500,3782143.632624999
12701,2081862.8924700024
12111,3224767.744339998
11150,1885952.6315799982
1933,2757427.955820002
4617,6299029.867300334
12312,2891098.7885599975
7129,2187158.9318258334
5744,3192851.195990004
3903,3801121.070557
3017,3324441.6874153344
8723,3786205.051630001
3629,1761729.5440366652
2638,1009784.154088667
1632,1471243.4085139995
3922,1525202.8876659984
2216,1062880.5535723316
5267,5116521.025893998
11091,1632865.9555299995
4964,3150028.8459116695
678,1145057.6266655016
4678,1143321.6852639993
9836,1679497.9474220008
8905,3649290.2008975013
3150,1138657.5468042507
1805,2686864.5607775
11262,1702221.8954349991
8024,3347410.969560001
12988,1393261.877439999
1611,1456869.8532950017
3466,1423224.8759624986
2127,1594732.617029583
497,2853100.506043498
1647,1081547.8462962862
2848,1000987.7494059998
293,1736225.283029998
7256,2583541.5898224995
9063,1756973.192663333
6441,2475684.2906100024
47,2769358.9710069965
5323,1165445.5885400004
6487,1477172.4286891662
1948,1965339.192463332
1659,2393485.3100509974
1213,1258967.4593803557
11663,3489519.62927
3954,3104582.1975312484
724,2047489.0504099994
1930,1672513.7093916652
7833,1070181.5428247508
814,1825886.9359799996
12190,1524915.8732266668
4080,1808071.1216300004
11344,2410477.3719390007
272,1235615.447960418
10180,1001853.0911485999
6099,3312629.2704700013
5797,2023020.1297800017
7476,2770954.6682494264
833,1749859.1475899995
5545,2877797.726770999
630,2100153.5704200016
1502,1345470.3138659992
12148,1856045.9850933356
1605,1754047.1254529997
2365,1276418.015124499
12494,1933531.8936949992
6244,2509987.640330001
3130,1478304.4538065006
1870,1707420.69796
10144,1598346.8622263342
3752,1181451.6105878344
5798,4152718.550426669
1765,1519238.8627403332
11929,5395390.323939997
3241,3424316.3843290014
8324,3402018.0625400012
2688,1074295.1636666663
2912,3166985.692686665
6742,5010263.993448336
2694,2146535.9722
5237,1057788.013632001
9138,2904840.666592666
1773,1529112.8325171666
3607,1744112.3578154997
3968,1819876.4529709998
1140,2401798.729208421
9624,1117917.125461999
8311,2204501.397649996
202,3201276.832399996
2982,1057643.432973734
180,2053073.9593749982
3157,1389233.2252267376
2959,2237346.019021
1436,1184291.6962528345
10813,3757999.777101834
7478,2725942.183842499
10467,2826907.049349999
5901,3418811.0665000016
5981,1517949.7509709992
8065,3894313.349440004
190,1218230.300564333
6240,2380897.8492
1935,3125587.7995226695
2952,1521169.0477154993
8170,1904675.8578100004
710,1479996.5002549996
667,1368074.1291758353
543,3765758.4167400002
3688,1263598.301415601
3302,1909307.9323706678
664,1162617.6480366653
7706,2603218.828484996
2076,2648562.862630333
2500,4564792.417460002
2020,1769460.7221063417
1913,1402277.298419655
3160,4674851.344608665
11817,1688977.3239616668
5955,2011843.052550001
4195,1554945.9296988335
939,2726706.6763299974
7386,1843746.9765599987
12448,1846893.1211399992
163,1572948.5598800005
831,1556319.518173999
1634,2051200.1873070016
495,1491889.825841334
3411,1723587.538031
8095,1792117.9646297216
2251,1423205.378730001
1891,1242722.6897985465
7473,2444010.2650099965
8557,1448410.1056299994
5766,2314632.699830213
9849,2032724.0411400008
12269,2347467.2904799995
5402,3119385.2416699957
3601,2035421.8977199998
9895,1336864.1496526685
3909,1224232.5678273356
10595,2330874.8658300024
460,3260416.8775899988
2883,793454.118068333
2405,1038108.873570913
2969,1639066.7618476662
268,1384604.099604168
558,3071140.2579799998
10556,1565477.2623099985
5476,1975370.4063666654
8017,1959018.1829710705
4865,2038314.8333700015
11378,1892422.961789999
1364,3926554.212754801
3185,1752711.4056100014
12622,1615072.59776
1135,1674157.3059876657
505,3373085.6113653337
6459,1690030.1448899994
10303,2752618.620692334
11899,1675938.9539926667
3116,1093867.2720480005
10073,2074144.6199033316
3393,1368568.474762001
860,2086028.471409999
2410,1820476.8145888355
5662,2635732.572120002
2210,1654255.7509034993
500,2740059.2772691697
1487,1578790.9691161897
1971,1364734.1620419985
9792,3334385.3804600025
1768,1779636.0012953326
1871,1058990.602154001
12803,2061690.39972
3923,1824659.2130798346
431,1228352.3603275006
3151,1511717.835150002
4653,2803335.169290002
9918,4027865.3162599956
134,4094163.7383908345
6377,3264544.9743199986
3233,3141899.862752238
1580,1101225.8287428326
3384,2264506.3663
7289,4741495.4698525015
9381,2059933.3291618326
12592,2357571.096
587,1862069.3184183312
7607,3190313.7327050027
6963,2083592.5971370847
8521,3263028.4107700014
10499,2811556.5042433357
12036,2227259.388593001
7020,2817667.4860116676
8743,3976412.6859000004
12157,1949453.31251
11239,2043174.7495249999
3663,3120106.254619999
9637,3119110.303527497
8276,1766987.6038266658
3010,6846751.986516169
2409,1674383.91686131
6257,1794806.7733290019
2017,1502927.966304349
12678,3333756.0344505
6112,3856684.3154090024
2189,1292079.777190002
1080,1729178.4378546665
2690,1337296.1915299997
6163,2011760.8797758347
5107,1867342.538968333
322,946518.3804669533
6522,3396967.800560002
2068,3059443.529280001
3792,1068762.7444344994
2882,2302819.1864699963
5589,1441749.1262096658
5400,1566483.78824
2114,2408455.9039319973
111,2397042.9778166655
4343,4178485.1812874987
1712,3024989.4886899996
548,689340.0992477508
3872,1427823.3329291688
7453,1669323.613504999
3551,2943579.5888999994
2332,1514930.3146109993
1934,2273205.480609999
9736,1611166.7485649989
1182,4408223.858246666
508,1619334.6628716672
11486,3108243.0494613326
8871,2136246.122729996
